caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
3240215,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"Black, Non-Hispanic",No,3,A one-family house detached from any other house,"$7,500 to $9,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - looking for work,Yes,200710,No,200902,More than once a week
3241291,qualified for wave 4,Active,Yes,On-line,4,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,Yes,201305,Yes,200902,Once a year or less
3242205,qualified for wave 4,Do not call,No,,,,different sex couple,2009,February,Unmarried partners,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,12th grade NO DIPLOMA,Less than high school,Hispanic,No,4,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,West,Pacific,Rented for cash,0,0,0,0,4,Not working - other,Yes,201007,No,200903,
3243712,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"2+ Races, Non-Hispanic",No,1,A one-family house detached from any other house,"$30,000 to $34,999",Widowed,Metro,South,West-South Central,Occupied without payment of cash rent,0,0,0,0,1,Not working - retired,No,201305,Yes,200902,More than once a week
3244431,qualified for wave 4,Active,Yes,On-line,1,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Very Poor,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,,1,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,6,A one-family house detached from any other house,"Less than $5,000",Married,Metro,West,Pacific,Rented for cash,0,0,2,0,4,Not working - other,Yes,201305,Yes,200902,More than once a week
3245543,qualified for wave 4,Retired,No,,,,different sex couple,2010,March,Unmarried partners,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$30,000 to $34,999",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200904,No,200902,Never
3246381,qualified for wave 4,Withdrawn,Yes,Telephone,,201304,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,,Owned or being bought by you or someone in your household,0,0,1,1,4,Not working - other,Yes,200906,No,200903,Once or twice a month
3248722,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5th or 6th grade,Less than high school,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$30,000 to $34,999",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - retired,Yes,201310,Yes,200902,A few times a year
3250561,qualified for wave 4,Retired,Yes,Telephone,,201311,different sex couple,2011,June,Married,2,2,No,No,yes,yes,Excellent,very attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,4,Not working - looking for work,No,200905,No,200907,
3251692,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Widowed,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201306,Yes,200902,Once a week
3253415,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$50,000 to $59,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,201307,Yes,200903,Once a year or less
3255515,qualified for wave 4,Retired,Yes,Telephone,,201311,different sex couple,2011,June,Unmarried partners,2,2,No,No,,,Good,moderately attractive,very attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,Hispanic,Yes,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,West,Pacific,Occupied without payment of cash rent,0,0,0,0,1,Working - as a paid employee,Yes,200904,No,200902,Once a week
3256305,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",No,2,A one-family house detached from any other house,"$75,000 to $84,999",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201008,No,200910,Once a week
3258205,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$125,000 to $149,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201308,Yes,200902,A few times a year
3259601,qualified for wave 4,Active,Yes,On-line,2,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201306,Yes,200903,A few times a year
3261401,qualified for wave 4,Retired,Yes,Telephone,,201311,different sex couple,2010,March,Married,3,2,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,200905,No,200902,Never
3262471,qualified for wave 4,Active,Yes,On-line,12,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,very attractive,slightly attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,Hispanic,Yes,3,A one-family house detached from any other house,"$15,000 to $19,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201305,Yes,200902,
3263446,qualified for wave 4,Withdrawn,No,,,,different sex couple,2009,February,Unmarried partners,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,No,200712,No,200902,
3265275,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$75,000 to $84,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200902,Once a year or less
3266586,qualified for wave 4,Withdrawn,No,,,,same-sex couple,2011,April,Married,2,3,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Living with partner,Metro,Midwest,,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201106,No,200903,Never
3267411,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011,May,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,Yes,201007,No,200908,Once a week
3268461,qualified for wave 4,Active,Yes,On-line,2,201303,different sex couple,2011,May,Married,2,2,No,No,yes,yes,Good,slightly attractive,very attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A one-family house attached to one or more houses,"$175,000 or more",Married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,3,Working - as a paid employee,Yes,201305,Yes,201004,A few times a year
3269401,qualified for wave 4,Retired,No,,,,different sex couple,2010,March,Married,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,Hispanic,No,3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Rented for cash,0,0,1,0,2,Working - as a paid employee,Yes,200904,No,200902,Once a week
3271461,qualified for wave 4,Active,Yes,On-line,1,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$25,000 to $29,999",Married,Metro,South,West-South Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200902,Never
3272545,qualified for wave 4,Retired,No,,,,different sex couple,2010,March,Unmarried partners,3,3,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200904,No,200902,Once a week
3273445,qualified for wave 4,Active,Yes,On-line,5,201304,different sex couple,2011,April,Unmarried partners,2,2,No,No,,,Excellent,slightly attractive,moderately attractive,,,,,Yes,Yes,"Yes, married [xnamep]",2011,April,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201108,No,200902,A few times a year
3274445,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$40,000 to $49,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,1,1,Not working - looking for work,Yes,201308,Yes,200902,
3275291,qualified for wave 4,Withdrawn,Yes,On-line,4,201303,different sex couple,2011,May,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,3,0,2,Working - as a paid employee,Yes,201009,No,200905,More than once a week
3276561,qualified for wave 4,Active,Yes,On-line,2,201304,different sex couple,2011,May,Married,2,2,No,No,yes,yes,Poor,very attractive,not at all attractive,,,,,,,,,,,,,,,,,2,still together,"still together at w4, or some follow-up w/o break-up",9th grade,Less than high school,Hispanic,No,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-Metro,South,West-South Central,Rented for cash,0,0,0,0,4,Working - self-employed,Yes,201308,Yes,200903,More than once a week
3277771,qualified for wave 4,Active,Yes,On-line,8,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,201309,Yes,200902,Once a week
3279543,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$25,000 to $29,999",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201009,No,200907,A few times a year
3280562,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$20,000 to $24,999",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,No,200904,No,200902,Once a week
3281506,qualified for wave 4,Withdrawn,Yes,On-line,2,201303,same-sex couple,2010,April,Unmarried partners,3,2,Yes,No,,,Excellent,slightly attractive,very attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,200906,No,200811,
3282713,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10th grade,Less than high school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$75,000 to $84,999",Divorced,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,2,Not working - retired,Yes,200904,No,200902,A few times a year
3283215,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,6,A one-family house detached from any other house,"$150,000 to $174,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,2,4,Working - as a paid employee,Yes,201208,Yes,200909,Never
3284593,qualified for wave 4,Do not call,No,,,,different sex couple,2011,April,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$5,000 to $7,499",Separated,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Not working - disabled,No,201107,No,200903,A few times a year
3285411,qualified for wave 4,Retired,No,,,,different sex couple,2010,March,Married,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"Black, Non-Hispanic",Yes,6,A mobile home,"$25,000 to $29,999",Married,Non-Metro,South,South Atlantic,Rented for cash,0,1,0,0,5,Not working - on temporary layoff from a job,Yes,200904,No,200902,Once a week
3286396,qualified for wave 4,Active,Yes,On-line,2,201304,same-sex couple,2011,April,Married,2,2,No,Yes,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201206,Yes,200905,Never
3287256,qualified for wave 4,Active,Yes,On-line,2,201304,same-sex couple,2011,April,Married,2,2,No,Yes,no,,,very attractive,,separation with no divorce,I wanted the [divorce/separation] more,2011,December,,,,,,,,,,,,,,broke up,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,3,A one-family house detached from any other house,"$5,000 to $7,499",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,No,201306,Yes,200902,Once or twice a month
3288345,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional or Doctorate degree,Bachelor's degree or higher,Hispanic,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,Yes,201305,Yes,200902,Once a year or less
3289441,qualified for wave 4,Withdrawn,Yes,On-line,1,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"Less than $5,000",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,Yes,200905,No,200903,Once a week
3290295,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$30,000 to $34,999",Never married,Metro,Northeast,New England,Rented for cash,0,0,1,1,1,Working - as a paid employee,Yes,201110,Yes,200908,
3291591,qualified for wave 4,Active,Yes,On-line,16,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",9th grade,Less than high school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,Yes,201305,Yes,200902,Never
3292772,qualified for wave 4,Do not call,No,,,,different sex couple,2009,February,Unmarried partners,4,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,12th grade NO DIPLOMA,Less than high school,"Black, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$12,500 to $14,999",Widowed,Metro,Midwest,East-North Central,Rented for cash,0,0,1,0,3,Not working - disabled,Yes,200904,No,200902,More than once a week
3293496,qualified for wave 4,Do not call,No,,,,same-sex couple,2009,February,Unmarried partners,4,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Living with partner,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200905,No,200903,Once a year or less
3295563,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Other, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$30,000 to $34,999",Divorced,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,No,200710,No,200902,A few times a year
3296285,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$35,000 to $39,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,200904,No,200905,Once a year or less
3297341,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,No,7,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,1,5,Not working - looking for work,Yes,200805,No,200902,More than once a week
3298555,qualified for wave 4,Retired,No,,,,same-sex couple,2009,February,Unmarried partners,4,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$30,000 to $34,999",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200710,No,,
3300751,qualified for wave 4,Active,Yes,On-line,4,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",7th or 8th grade,Less than high school,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$125,000 to $149,999",Married,Non-Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,Yes,201305,Yes,200902,Once a week
3301411,qualified for wave 4,Active,Yes,On-line,78,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,1,1,3,Working - as a paid employee,Yes,201306,Yes,200902,More than once a week
3303271,qualified for wave 4,Active,Yes,On-line,0,201303,different sex couple,2011,April,Married,2,3,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,1,1,0,0,2,Working - as a paid employee,Yes,201305,Yes,200903,Once or twice a month
3304235,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$35,000 to $39,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,200904,No,200903,A few times a year
3306371,qualified for wave 4,Active,Yes,On-line,1,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,slightly attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200903,
3307375,qualified for wave 4,Do not call,No,,,,same-sex couple,2009,February,Unmarried partners,4,2,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,No,200604,No,,
3308311,qualified for wave 4,Active,Yes,On-line,0,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$75,000 to $84,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200903,Never
3309481,qualified for wave 4,Withdrawn,Yes,On-line,2,201303,different sex couple,2010,March,Married,3,2,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"Black, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - self-employed,Yes,201310,Yes,201003,Once a year or less
3310241,qualified for wave 4,Active,Yes,On-line,2,201304,different sex couple,2011,May,Married,2,2,No,No,yes,yes,Excellent,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,2,1,0,0,2,Not working - other,Yes,201207,Yes,200903,
3311573,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$7,500 to $9,999",Divorced,Non-Metro,West,Mountain,Rented for cash,0,0,0,0,1,Not working - disabled,Yes,201306,Yes,200902,Once a week
3312261,qualified for wave 4,Active,Yes,On-line,8,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,2,1,0,2,Not working - other,Yes,201306,Yes,200902,Once a week
